Period Ending,Ticker Symbol,After Tax ROE,Gross Margin,Operating Margin,Profit Margin,Cash Ratio
2013-09-29,SBUX,0.0,57.0,2.0,0.0,60.0
2014-09-28,SBUX,39.0,58.0,19.0,13.0,61.0
2015-09-27,SBUX,47.0,59.0,19.0,14.0,44.0
2016-10-02,SBUX,48.0,60.0,20.0,13.0,50.0
2012-12-31,SCG,10.0,34.0,21.0,10.0,4.0
2013-12-31,SCG,10.0,34.0,20.0,10.0,9.0
2014-12-31,SCG,11.0,33.0,20.0,11.0,6.0
2015-12-31,SCG,14.0,38.0,30.0,17.0,9.0
2012-12-31,SCHW,10.0,100.0,30.0,19.0,74.4574898785425
2013-12-31,SCHW,10.0,100.0,31.0,20.0,74.4574898785425
2014-12-31,SCHW,11.0,100.0,35.0,22.0,74.4574898785425
2015-12-31,SCHW,11.0,100.0,36.0,23.0,74.4574898785425
2012-12-31,SE,10.0,52.0,31.0,19.0,2.0
2013-12-31,SE,12.0,51.0,30.0,19.0,5.0
2014-12-31,SE,13.0,53.0,33.0,18.0,6.0
2015-12-31,SE,3.0,55.0,27.0,4.0,6.0
2013-12-31,SEE,9.0,34.0,8.0,2.0,37.0
2014-12-31,SEE,13.0,35.0,8.0,2.0,17.0
2015-12-31,SEE,43.0,37.0,11.0,3.0,19.0
2016-12-31,SEE,80.0,37.0,12.0,7.0,17.0
2012-12-31,SHW,35.0,44.0,10.0,7.0,46.0
2013-12-31,SHW,42.0,45.0,11.0,7.0,29.0
2014-12-31,SHW,87.0,46.0,12.0,8.0,2.0
2015-12-31,SHW,121.0,49.0,14.0,9.0,10.0
2013-02-02,SIG,15.0,39.0,14.0,9.0,35.0
2014-02-01,SIG,14.0,38.0,14.0,9.0,27.0
2015-02-02,SIG,14.0,36.0,10.0,7.0,16.0
2016-01-30,SIG,15.0,37.0,11.0,7.0,12.0
2013-04-30,SJM,11.0,34.0,15.0,9.0,43.0
2014-04-30,SJM,11.0,36.0,16.0,10.0,17.0
2015-04-30,SJM,5.0,35.0,14.0,6.0,12.0
2016-04-30,SJM,10.0,38.0,15.0,9.0,9.0
2012-12-31,SLG,3.0,64.0,29.0,15.0,74.4574898785425
2013-12-31,SLG,2.0,65.0,31.0,10.0,74.4574898785425
2014-12-31,SLG,7.0,67.0,32.0,34.0,74.4574898785425
2015-12-31,SLG,4.0,68.0,24.0,17.0,74.4574898785425
2013-12-31,SNA,17.0,49.0,18.0,11.0,30.0
2015-01-03,SNA,19.0,50.0,20.0,12.0,18.0
2016-01-02,SNA,20.0,51.0,21.0,13.0,14.0
2016-12-31,SNA,21.0,51.0,23.0,15.0,8.0
2012-12-31,SNI,37.0,74.0,40.0,30.0,173.0
2013-12-31,SNI,24.0,72.0,38.0,20.0,246.0
2014-12-31,SNI,39.0,71.0,37.0,20.0,76.0
2015-12-31,SNI,40.0,67.0,37.0,20.0,23.0
2012-12-31,SO,13.0,43.0,27.0,15.0,9.0
2013-12-31,SO,9.0,43.0,19.0,10.0,12.0
2014-12-31,SO,10.0,40.0,20.0,11.0,8.0
2015-12-31,SO,11.0,44.0,24.0,14.0,15.0
2012-12-31,SPG,29.0,81.0,47.0,40.0,74.4574898785425
2013-12-31,SPG,27.0,82.0,48.0,34.0,74.4574898785425
2014-12-31,SPG,32.0,82.0,49.0,34.0,74.4574898785425
2015-12-31,SPG,48.0,82.0,51.0,41.0,74.4574898785425
2013-12-31,SPGI,106.0,100.0,29.0,29.0,66.0
2014-12-31,SPGI,24.0,100.0,2.0,2.0,64.0
2015-12-31,SPGI,596.0,100.0,36.0,22.0,51.0
2016-12-31,SPGI,324.0,100.0,60.0,37.0,92.0
2013-02-02,SPLS,3.0,27.0,2.0,1.0,30.0
2014-02-01,SPLS,10.0,26.0,5.0,3.0,15.0
2015-01-31,SPLS,3.0,26.0,1.0,1.0,19.0
2016-01-30,SPLS,7.0,26.0,3.0,2.0,25.0
2012-12-31,SRCL,17.0,45.0,25.0,14.0,10.0
2013-12-31,SRCL,18.0,45.0,25.0,15.0,16.0
2014-12-31,SRCL,17.0,43.0,22.0,13.0,5.0
2015-12-31,SRCL,10.0,42.0,16.0,9.0,9.0
2012-12-31,SRE,8.0,31.0,16.0,9.0,12.0
2013-12-31,SRE,9.0,32.0,16.0,10.0,21.0
2014-12-31,SRE,10.0,30.0,16.0,11.0,11.0
2015-12-31,SRE,11.0,35.0,19.0,13.0,9.0
2012-12-31,STI,9.0,0.0,0.0,17.0,74.4574898785425
2013-12-31,STI,6.0,0.0,0.0,16.0,74.4574898785425
2014-12-31,STI,8.0,0.0,0.0,20.0,74.4574898785425
2015-12-31,STI,8.0,0.0,0.0,23.0,74.4574898785425
2013-12-31,STT,10.0,0.0,0.0,20.0,74.4574898785425
2014-12-31,STT,9.0,0.0,0.0,19.0,74.4574898785425
2015-12-31,STT,9.0,0.0,0.0,18.0,74.4574898785425
2016-12-31,STT,10.0,0.0,0.0,20.0,74.4574898785425
2013-06-28,STX,53.0,27.0,15.0,13.0,88.0
2014-06-27,STX,55.0,28.0,13.0,11.0,111.0
2015-07-03,STX,58.0,28.0,15.0,13.0,106.0
2016-07-01,STX,16.0,23.0,4.0,2.0,50.0
2013-02-28,STZ,14.0,40.0,19.0,14.0,49.0
2014-02-28,STZ,39.0,41.0,50.0,40.0,3.0
2015-02-28,STZ,15.0,43.0,25.0,14.0,10.0
2016-02-29,STZ,16.0,45.0,27.0,16.0,4.0
2013-12-28,SWK,7.0,36.0,7.0,4.0,15.0
2015-01-03,SWK,12.0,36.0,11.0,7.0,18.0
2016-01-02,SWK,15.0,36.0,12.0,8.0,17.0
2016-12-31,SWK,15.0,37.0,12.0,8.0,40.0
2013-09-27,SWKS,13.0,43.0,19.0,16.0,284.0
2014-10-03,SWKS,18.0,45.0,25.0,20.0,271.0
2015-10-02,SWKS,25.0,48.0,31.0,24.0,225.0
2012-12-31,SWN,23.0,91.0,40.0,26.0,8.0
2013-12-31,SWN,19.0,90.0,36.0,21.0,3.0
2014-12-31,SWN,20.0,89.0,34.0,23.0,1.0
2012-12-31,SYF,46.0,0.0,0.0,20.0,74.4574898785425
2013-12-31,SYF,33.0,0.0,0.0,17.0,74.4574898785425
2014-12-31,SYF,20.0,0.0,0.0,17.0,74.4574898785425
2015-12-31,SYF,18.0,0.0,0.0,16.0,74.4574898785425
2013-12-31,SYK,11.0,67.0,14.0,11.0,150.0
2014-12-31,SYK,6.0,66.0,13.0,5.0,112.0
2015-12-31,SYK,17.0,66.0,19.0,14.0,116.0
2016-12-31,SYK,17.0,66.0,19.0,15.0,107.0
2013-03-29,SYMC,14.0,83.0,16.0,11.0,85.0
2014-03-28,SYMC,15.0,81.0,3.0,21.0,95.0
2015-04-03,SYMC,15.0,82.0,4.0,22.0,87.0
2013-06-29,SYY,19.0,18.0,4.0,2.0,11.0
2014-06-28,SYY,18.0,18.0,3.0,2.0,9.0
2015-06-27,SYY,13.0,18.0,3.0,1.0,55.0
2016-07-02,SYY,27.0,18.0,4.0,2.0,88.0
2012-12-31,T,8.0,57.0,10.0,6.0,15.0
2013-12-31,T,20.0,60.0,24.0,14.0,10.0
2014-12-31,T,7.0,55.0,9.0,5.0,23.0
2015-12-31,T,11.0,54.0,17.0,9.0,11.0
2013-12-31,TAP,7.0,39.0,19.0,13.0,20.0
2014-12-31,TAP,7.0,40.0,18.0,12.0,27.0
2015-12-31,TAP,5.0,39.0,15.0,10.0,35.0
2016-12-31,TAP,17.0,39.0,68.0,40.0,18.0
2012-12-31,TDC,24.0,56.0,22.0,16.0,90.0
2013-12-31,TDC,20.0,55.0,20.0,14.0,90.0
2014-12-31,TDC,21.0,54.0,18.0,13.0,84.0
2015-12-31,TDC,25.0,50.0,8.0,8.0,88.0
2013-09-30,TDG,90.0,55.0,39.0,16.0,175.0
2014-09-30,TDG,20.0,53.0,39.0,13.0,140.0
2015-09-30,TDG,43.0,54.0,40.0,17.0,109.0
2016-09-30,TDG,90.0,54.0,40.0,18.0,211.0
2013-09-27,TEL,15.0,32.0,12.0,11.0,36.0
2014-09-26,TEL,20.0,33.0,15.0,15.0,62.0
2015-09-25,TEL,25.0,33.0,14.0,20.0,93.0
2016-09-30,TEL,24.0,33.0,16.0,16.0,21.0
2012-12-30,TGNA,18.0,45.0,15.0,8.0,19.0
2013-12-29,TGNA,14.0,59.0,19.0,24.0,47.0
2014-12-31,TGNA,33.0,64.0,27.0,40.0,10.0
2015-12-31,TGNA,21.0,70.0,30.0,15.0,21.0
2013-02-02,TGT,18.0,31.0,8.0,4.0,6.0
2014-02-01,TGT,12.0,30.0,7.0,3.0,5.0
2015-01-31,TGT,12.0,29.0,6.0,2.0,19.0
2016-01-30,TGT,26.0,30.0,7.0,5.0,32.0
2013-01-31,TIF,16.0,57.0,18.0,11.0,86.0
2014-01-31,TIF,7.0,58.0,8.0,5.0,53.0
2015-01-31,TIF,17.0,60.0,21.0,11.0,111.0
2016-01-31,TIF,16.0,61.0,19.0,11.0,121.0
2013-02-02,TJX,52.0,28.0,12.0,7.0,54.0
2014-02-01,TJX,51.0,29.0,12.0,8.0,69.0
2015-01-31,TJX,52.0,29.0,12.0,8.0,71.0
2016-01-30,TJX,53.0,29.0,12.0,7.0,56.0
2012-12-31,TMK,12.0,46.0,21.0,15.0,74.4574898785425
2013-12-31,TMK,14.0,47.0,22.0,15.0,74.4574898785425
2014-12-31,TMK,12.0,47.0,22.0,15.0,74.4574898785425
2015-12-31,TMK,13.0,46.0,20.0,14.0,74.4574898785425
2012-12-31,TMO,8.0,42.0,12.0,9.0,39.0
2013-12-31,TMO,8.0,42.0,12.0,10.0,187.0
2014-12-31,TMO,9.0,44.0,15.0,11.0,25.0
2015-12-31,TMO,9.0,46.0,14.0,12.0,11.0
2012-12-31,TRIP,27.0,98.0,39.0,25.0,249.0
2013-12-31,TRIP,24.0,98.0,31.0,22.0,198.0
2014-12-31,TRIP,20.0,97.0,27.0,18.0,148.0
2015-12-31,TRIP,14.0,96.0,16.0,13.0,212.0
2013-12-31,TRV,15.0,49.0,19.0,14.0,74.4574898785425
2014-12-31,TRV,15.0,49.0,19.0,14.0,74.4574898785425
2015-12-31,TRV,15.0,49.0,18.0,13.0,74.4574898785425
2016-12-31,TRV,13.0,45.0,15.0,11.0,74.4574898785425
2012-12-29,TSCO,27.0,34.0,9.0,6.0,26.0
2013-12-28,TSCO,26.0,34.0,10.0,6.0,27.0
2014-12-27,TSCO,29.0,34.0,10.0,6.0,8.0
2015-12-26,TSCO,29.0,34.0,10.0,7.0,10.0
2013-10-03,TSN,13.0,7.0,4.0,2.0,38.0
2014-10-03,TSN,10.0,7.0,4.0,2.0,12.0
2015-10-03,TSN,13.0,9.0,5.0,3.0,19.0
2016-10-01,TSN,18.0,13.0,8.0,5.0,13.0
2012-12-31,TSO,17.0,13.0,5.0,2.0,57.0
2013-12-31,TSO,10.0,9.0,2.0,1.0,36.0
2014-12-31,TSO,19.0,12.0,4.0,2.0,29.0
2015-12-31,TSO,30.0,22.0,10.0,5.0,37.0
2012-12-31,TSS,18.0,34.0,20.0,14.0,107.0
2013-12-31,TSS,16.0,34.0,19.0,12.0,83.0
2014-12-31,TSS,19.0,32.0,18.0,13.0,98.0
2015-12-31,TSS,20.0,33.0,19.0,13.0,115.0
2012-12-31,TXN,16.0,50.0,15.0,14.0,116.0
2013-12-31,TXN,20.0,52.0,23.0,18.0,139.0
2014-12-31,TXN,27.0,57.0,30.0,22.0,133.0
2015-12-31,TXN,30.0,58.0,33.0,23.0,126.0
2012-12-29,TXT,20.0,18.0,9.0,5.0,40.0
2013-12-28,TXT,11.0,16.0,7.0,4.0,40.0
2015-01-03,TXT,14.0,18.0,8.0,4.0,23.0
2016-01-02,TXT,14.0,18.0,8.0,5.0,27.0
2012-12-31,UA,16.0,48.0,11.0,7.0,136.0
2013-12-31,UA,15.0,49.0,11.0,7.0,81.0
2014-12-31,UA,15.0,49.0,11.0,7.0,141.0
2015-12-31,UA,14.0,48.0,10.0,6.0,27.0
2012-12-31,UAA,16.0,48.0,11.0,7.0,136.0
2013-12-31,UAA,15.0,49.0,11.0,7.0,81.0
2014-12-31,UAA,15.0,49.0,11.0,7.0,141.0
2015-12-31,UAA,14.0,48.0,10.0,6.0,27.0
2012-12-31,UAL,150.0,52.0,0.0,2.0,52.0
2013-12-31,UAL,19.0,55.0,3.0,1.0,43.0
2014-12-31,UAL,47.0,57.0,6.0,3.0,44.0
2015-12-31,UAL,82.0,68.0,14.0,19.0,42.0
2012-12-31,UDR,7.0,66.0,9.0,30.0,74.4574898785425
2013-12-31,UDR,2.0,66.0,15.0,6.0,74.4574898785425
2014-12-31,UDR,6.0,67.0,15.0,19.0,74.4574898785425
2015-12-31,UDR,12.0,68.0,18.0,38.0,74.4574898785425
2012-12-31,UHS,16.0,100.0,14.0,6.0,3.0
2013-12-31,UHS,16.0,100.0,14.0,7.0,2.0
2014-12-31,UHS,15.0,100.0,13.0,7.0,3.0
2015-12-31,UHS,16.0,100.0,14.0,8.0,6.0
2013-02-02,ULTA,22.0,35.0,13.0,8.0,145.0
2014-02-02,ULTA,20.0,35.0,12.0,8.0,157.0
2015-01-31,ULTA,21.0,35.0,13.0,8.0,150.0
2016-01-31,ULTA,22.0,35.0,13.0,8.0,120.0
2013-12-31,UNH,17.0,27.0,8.0,5.0,74.4574898785425
2014-12-31,UNH,17.0,28.0,8.0,4.0,74.4574898785425
2015-12-31,UNH,17.0,34.0,7.0,4.0,74.4574898785425
2016-12-31,UNH,18.0,37.0,7.0,4.0,74.4574898785425
2012-12-31,UNM,10.0,32.0,12.0,9.0,74.4574898785425
2013-12-31,UNM,10.0,32.0,12.0,8.0,74.4574898785425
2014-12-31,UNM,5.0,27.0,5.0,4.0,74.4574898785425
2015-12-31,UNM,10.0,33.0,12.0,8.0,74.4574898785425
2013-12-31,UNP,21.0,73.0,34.0,20.0,38.0
2014-12-31,UNP,24.0,75.0,36.0,22.0,42.0
2015-12-31,UNP,23.0,80.0,37.0,22.0,43.0
2016-12-31,UNP,21.0,81.0,36.0,21.0,37.0
2012-12-31,UPS,17.0,75.0,2.0,1.0,94.0
2013-12-31,UPS,68.0,75.0,13.0,8.0,74.0
2014-12-31,UPS,142.0,75.0,9.0,5.0,38.0
2015-12-31,UPS,196.0,78.0,13.0,8.0,44.0
2013-01-31,URBN,18.0,37.0,13.0,8.0,189.0
2014-01-31,URBN,17.0,38.0,14.0,9.0,158.0
2015-01-31,URBN,18.0,35.0,11.0,7.0,73.0
2016-01-31,URBN,20.0,35.0,10.0,7.0,99.0
2013-07-31,USB,23.0,35.0,14.0,10.0,68.0
2014-07-31,USB,26.0,35.0,14.0,11.0,69.0
2015-07-31,USB,27.0,34.0,12.0,9.0,39.0
2016-07-31,USB,25.0,34.0,12.0,9.0,45.0
2013-12-31,UTX,18.0,29.0,15.0,10.0,20.0
2014-12-31,UTX,20.0,29.0,17.0,11.0,22.0
2015-12-31,UTX,28.0,28.0,13.0,14.0,31.0
2016-12-31,UTX,18.0,28.0,14.0,9.0,33.0
2013-09-30,V,19.0,84.0,61.0,42.0,99.0
2014-09-30,V,20.0,85.0,61.0,43.0,91.0
2015-09-30,V,21.0,85.0,65.0,46.0,132.0
2016-09-30,V,18.0,85.0,52.0,40.0,124.0
2013-09-27,VAR,26.0,42.0,21.0,15.0,102.0
2014-09-26,VAR,25.0,43.0,19.0,13.0,76.0
2015-10-02,VAR,24.0,41.0,18.0,13.0,61.0
2016-09-30,VAR,23.0,42.0,17.0,13.0,58.0
2012-12-31,VFC,21.0,47.0,13.0,10.0,34.0
2013-12-31,VFC,20.0,48.0,14.0,11.0,50.0
2015-01-03,VFC,19.0,49.0,12.0,9.0,60.0
2016-01-02,VFC,23.0,48.0,13.0,10.0,49.0
2013-09-30,VIAB,46.0,51.0,28.0,17.0,63.0
2014-09-30,VIAB,64.0,53.0,30.0,17.0,25.0
2015-09-30,VIAB,54.0,48.0,23.0,14.0,13.0
2016-09-30,VIAB,34.0,46.0,20.0,12.0,10.0
2012-12-31,VLO,12.0,9.0,4.0,2.0,14.0
2013-12-31,VLO,14.0,8.0,3.0,2.0,33.0
2014-12-31,VLO,18.0,10.0,5.0,3.0,37.0
2015-12-31,VLO,19.0,15.0,7.0,5.0,56.0
2012-12-31,VMC,1.0,13.0,3.0,2.0,63.0
2013-12-31,VMC,1.0,15.0,7.0,1.0,65.0
2014-12-31,VMC,5.0,20.0,18.0,7.0,31.0
2015-12-31,VMC,5.0,25.0,16.0,6.0,81.0
2013-12-31,VNO,7.0,60.0,29.0,21.0,74.4574898785425
2014-12-31,VNO,13.0,59.0,30.0,37.0,74.4574898785425
2015-12-31,VNO,11.0,60.0,30.0,30.0,74.4574898785425
2016-12-31,VNO,13.0,59.0,22.0,36.0,74.4574898785425
2012-12-31,VRSK,129.0,63.0,41.0,23.0,16.0
2013-12-31,VRSK,64.0,61.0,38.0,22.0,39.0
2014-12-31,VRSK,190.0,59.0,38.0,23.0,6.0
2015-12-31,VRSK,37.0,61.0,36.0,25.0,10.0
2013-12-31,VRSN,129.0,81.0,55.0,56.0,85.0
2014-12-31,VRSN,40.0,81.0,56.0,35.0,99.0
2015-12-31,VRSN,35.0,82.0,57.0,35.0,127.0
2015-12-31,VRTX,59.0,88.0,45.0,54.0,221.0
2013-12-31,VTR,5.0,56.0,24.0,18.0,74.4574898785425
2014-12-31,VTR,5.0,56.0,23.0,17.0,74.4574898785425
2015-12-31,VTR,4.0,57.0,22.0,13.0,74.4574898785425
2016-12-31,VTR,6.0,58.0,27.0,19.0,74.4574898785425
2012-12-31,VZ,3.0,60.0,11.0,1.0,13.0
2013-12-31,VZ,30.0,63.0,27.0,10.0,200.0
2014-12-31,VZ,78.0,61.0,15.0,8.0,40.0
2015-12-31,VZ,109.0,60.0,25.0,14.0,14.0
2012-12-31,WAT,31.0,60.0,28.0,25.0,305.0
2013-06-28,WDC,12.0,28.0,8.0,6.0,108.0
2014-06-27,WDC,18.0,29.0,12.0,11.0,132.0
2015-07-03,WDC,16.0,29.0,11.0,10.0,163.0
2016-07-01,WDC,2.0,26.0,4.0,2.0,121.0
2012-12-31,WEC,13.0,35.0,24.0,13.0,2.0
2013-12-31,WEC,14.0,34.0,24.0,13.0,2.0
2014-12-31,WEC,13.0,33.0,22.0,12.0,4.0
2015-12-31,WEC,7.0,33.0,21.0,11.0,2.0
2012-12-31,WFC,12.0,0.0,0.0,21.0,74.4574898785425
2013-12-31,WFC,13.0,0.0,0.0,25.0,74.4574898785425
2014-12-31,WFC,13.0,0.0,0.0,26.0,74.4574898785425
2015-12-31,WFC,12.0,0.0,0.0,25.0,74.4574898785425
2013-09-29,WFM,14.0,36.0,7.0,4.0,104.0
2014-09-28,WFM,15.0,36.0,7.0,4.0,68.0
2015-09-27,WFM,14.0,35.0,6.0,3.0,41.0
2016-09-25,WFM,16.0,34.0,5.0,3.0,64.0
2013-12-31,WHR,17.0,18.0,7.0,4.0,20.0
2014-12-31,WHR,13.0,17.0,6.0,3.0,12.0
2015-12-31,WHR,17.0,18.0,6.0,4.0,10.0
2016-12-31,WHR,19.0,18.0,7.0,4.0,14.0
2012-12-31,WLTW,26.0,100.0,6.0,13.0,74.4574898785425
2013-12-31,WLTW,16.0,100.0,18.0,10.0,74.4574898785425
2014-12-31,WLTW,18.0,100.0,17.0,10.0,74.4574898785425
2015-12-31,WLTW,17.0,100.0,11.0,10.0,74.4574898785425
2013-12-31,WM,2.0,35.0,8.0,1.0,8.0
2014-12-31,WM,22.0,36.0,16.0,9.0,38.0
2015-12-31,WM,14.0,36.0,16.0,6.0,2.0
2016-12-31,WM,22.0,38.0,17.0,9.0,1.0
2012-12-31,WMB,18.0,40.0,22.0,11.0,54.0
2013-12-31,WMB,9.0,40.0,20.0,6.0,34.0
2014-12-31,WMB,24.0,41.0,21.0,28.0,9.0
2015-12-31,WMB,9.0,53.0,3.0,8.0,4.0
2013-01-31,WMT,22.0,25.0,6.0,4.0,11.0
2014-01-31,WMT,21.0,25.0,6.0,3.0,10.0
2015-01-31,WMT,20.0,25.0,6.0,3.0,14.0
2016-01-31,WMT,18.0,25.0,5.0,3.0,13.0
2014-09-30,WRK,11.0,20.0,9.0,5.0,3.0
2015-09-30,WRK,4.0,19.0,8.0,5.0,10.0
2016-09-30,WRK,4.0,19.0,3.0,3.0,17.0
2012-12-31,WU,109.0,44.0,23.0,18.0,21.0
2013-12-31,WU,72.0,42.0,20.0,14.0,24.0
2014-12-31,WU,66.0,41.0,20.0,15.0,21.0
2015-12-31,WU,60.0,42.0,20.0,15.0,16.0
2012-12-31,WY,9.0,17.0,10.0,6.0,56.0
2013-12-31,WY,8.0,21.0,9.0,8.0,74.0
2014-12-31,WY,34.0,22.0,18.0,25.0,172.0
2015-12-31,WY,10.0,20.0,13.0,7.0,116.0
2012-12-31,WYN,21.0,54.0,19.0,9.0,10.0
2013-12-31,WYN,27.0,52.0,18.0,9.0,11.0
2014-12-31,WYN,42.0,53.0,18.0,10.0,10.0
2015-12-31,WYN,64.0,51.0,18.0,11.0,9.0
2012-12-31,WYNN,194.0,37.0,20.0,10.0,165.0
2013-12-31,WYNN,395.0,38.0,23.0,13.0,179.0
2015-12-31,WYNN,174.0,38.0,16.0,5.0,198.0
2012-12-31,XEC,10.0,79.0,35.0,22.0,11.0
2013-12-31,XEC,14.0,80.0,45.0,28.0,1.0
2014-12-31,XEC,11.0,76.0,34.0,21.0,52.0
2012-12-31,XEL,10.0,34.0,18.0,9.0,3.0
2013-12-31,XEL,10.0,32.0,17.0,9.0,3.0
2014-12-31,XEL,10.0,32.0,17.0,9.0,2.0
2015-12-31,XEL,9.0,36.0,18.0,9.0,2.0
2012-12-31,XL,6.0,29.0,10.0,9.0,74.4574898785425
2013-12-31,XL,11.0,32.0,15.0,14.0,74.4574898785425
2014-12-31,XL,2.0,36.0,4.0,3.0,74.4574898785425
2015-12-31,XL,10.0,33.0,10.0,13.0,74.4574898785425
2014-03-29,XLNX,23.0,69.0,31.0,26.0,248.0
2012-12-31,XOM,27.0,33.0,11.0,10.0,15.0
2013-12-31,XOM,19.0,32.0,10.0,8.0,7.0
2014-12-31,XOM,19.0,32.0,9.0,8.0,7.0
2015-12-31,XOM,9.0,36.0,5.0,6.0,7.0
2012-12-31,XRAY,14.0,53.0,13.0,11.0,9.0
2013-12-31,XRAY,12.0,53.0,14.0,11.0,9.0
2014-12-31,XRAY,14.0,55.0,15.0,11.0,23.0
2015-12-31,XRAY,11.0,57.0,14.0,9.0,60.0
2012-12-31,XRX,10.0,33.0,6.0,6.0,21.0
2013-12-31,XRX,9.0,32.0,6.0,6.0,31.0
2014-12-31,XRX,9.0,32.0,6.0,5.0,23.0
2015-12-31,XRX,5.0,29.0,2.0,3.0,26.0
2012-12-31,XYL,14.0,40.0,12.0,8.0,65.0
2013-12-31,XYL,10.0,39.0,9.0,6.0,62.0
2014-12-31,XYL,16.0,39.0,12.0,9.0,73.0
2015-12-31,XYL,16.0,38.0,12.0,9.0,83.0
2013-12-31,YHOO,10.0,71.0,13.0,29.0,254.0
2012-12-29,YUM,74.0,28.0,17.0,12.0,40.0
2013-12-28,YUM,50.0,27.0,14.0,8.0,30.0
2014-12-27,YUM,68.0,27.0,12.0,8.0,28.0
2015-12-26,YUM,142.0,29.0,15.0,10.0,27.0
2012-12-31,ZBH,13.0,75.0,23.0,17.0,180.0
2013-12-31,ZBH,12.0,73.0,23.0,17.0,175.0
2014-12-31,ZBH,11.0,73.0,22.0,15.0,166.0
2015-12-31,ZBH,1.0,70.0,8.0,2.0,100.0
2012-12-31,ZION,6.0,0.0,0.0,14.0,74.4574898785425
2013-12-31,ZION,4.0,0.0,0.0,12.0,74.4574898785425
2014-12-31,ZION,5.0,0.0,0.0,17.0,74.4574898785425
2015-12-31,ZION,4.0,0.0,0.0,14.0,74.4574898785425
2013-12-31,ZTS,54.0,63.0,17.0,11.0,43.0
2014-12-31,ZTS,44.0,64.0,20.0,12.0,81.0
2015-12-31,ZTS,32.0,64.0,16.0,7.0,65.0
2016-12-31,ZTS,55.0,66.0,28.0,17.0,65.0
